"±âÁØ_³¯Â¥","ÇàÁ¤µ¿_ID","ÁöÇÏÃ¶_½Â°´_¼ö","ÁöÇÏÃ¶_½Â°´_¼ö_00½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_01½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_02½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_03½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_04½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_05½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_06½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_07½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_08½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_09½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_10½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_11½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_12½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_13½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_14½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_15½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_16½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_17½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_18½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_19½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_20½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_21½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_22½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_23½Ã"
"20260812","11150530","14040","16","0","0","0","0","260","726","2349","2699","1045","706","628","620","528","543","568","633","725","801","378","340","211","164","100"
"20260812","11150520","25061","32","1","0","0","1","613","1614","4650","4629","2239","1301","1027","1112","917","753","780","956","1162","1200","642","538","411","345","138"
"20260812","11150510","40693","62","0","0","0","1","514","1638","4792","5126","2544","1717","1642","1808","1612","1609","1891","2173","2894","3499","1840","1720","1544","1617","450"
"20260812","11140780","18791","31","0","0","0","2","254","743","2317","2999","1564","954","832","945","855","803","886","1042","1290","1249","794","498","366","278","89"
"20260812","11140770","45281","151","0","0","0","6","381","845","2438","3464","1994","1560","1700","1789","1770","1815","2080","2732","5203","7398","3037","2460","2112","1577","769"
"20260812","11140760","21552","118","0","0","0","1","243","510","1276","1765","1085","822","923","993","941","946","1049","1256","1847","2564","1299","1022","1202","1041","649"
"20260812","11140750","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11140740","34626","90","0","0","0","13","432","1217","3557","3457","1742","1187","954","972","1034","1093","1270","1915","4264","5723","2264","1275","1009","782","376"
"20260812","11140730","20293","50","0","0","0","2","289","785","2040","2779","1528","1041","882","932","922","911","935","1098","1410","1815","887","685","604","456","242"
"20260812","11140720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11140710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11140700","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11140690","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11140680","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11140660","162339","1019","1","0","0","34","1489","2802","6382","8442","5821","4625","5381","6215","6953","7777","8847","10689","13761","17482","12633","11490","12822","11811","5863"
"20260812","11140630","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11140610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11140600","27229","80","0","0","0","2","218","676","2015","2678","1605","1030","1044","1343","1464","1274","1646","1755","2716","2672","1423","1194","1112","932","350"
"20260812","11140590","16899","44","0","0","0","1","107","354","1246","1688","856","618","631","694","697","651","709","896","1761","2645","912","783","779","539","288"
"20260812","11130760","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11130750","40282","232","0","0","0","4","191","549","1591","2300","1609","1538","1728","2182","2114","2222","2706","2940","3959","3785","2389","2478","2401","2369","995"
"20260812","11130740","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11130730","38478","52","0","0","0","0","235","621","1869","2417","1516","1324","1494","1374","1425","1549","1920","2606","5314","8665","2091","1576","1276","838","316"
"20260812","11130720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11130710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11130700","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11130690","3949","0","0","0","0","0","63","232","692","806","300","163","201","167","170","143","145","166","195","210","91","81","66","40","18"
"20260812","11130680","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11130660","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11130650","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11130640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11130620","23502","26","0","0","0","3","498","1309","3477","3721","2265","1395","1150","1241","1041","988","921","1112","1167","1268","665","529","377","237","112"
"20260812","11130520","8468","6","0","0","0","6","221","267","698","809","610","438","503","554","461","496","563","583","620","645","334","255","220","137","42"
"20260812","11120740","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11120730","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11120720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11120710","24025","32","0","0","0","3","561","1527","3638","3490","1759","1063","1030","1112","1053","1004","1284","1365","1470","1175","714","678","555","412","100"
"20260812","11120680","1505","0","0","0","0","0","33","77","229","269","113","82","59","62","57","47","58","62","128","111","37","26","26","13","16"
"20260812","11120670","9552","17","0","0","0","2","314","592","1499","1750","841","509","481","452","419","332","364","380","426","470","216","184","156","105","43"
"20260812","11120660","13481","18","0","0","0","2","459","901","2301","2590","1190","709","603","586","536","437","493","571","599","520","312","238","214","125","77"
"20260812","11120650","18845","22","0","0","0","0","493","1130","2973","3640","1737","1021","911","846","781","663","721","801","843","786","507","370","336","173","91"
"20260812","11120600","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11120590","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11120580","30423","86","0","0","0","1","501","1264","3369","4134","2184","1431","1370","1390","1382","1352","1518","1762","2018","2391","1335","1139","852","638","306"
"20260812","11120570","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11120560","8626","13","0","0","0","2","245","515","1337","1602","772","482","433","391","365","291","330","379","378","384","207","179","143","140","38"
"20260812","11120550","39523","80","0","0","0","17","995","2051","5134","6022","3221","1962","1836","2078","1871","1675","1628","1835","2119","2261","1452","1168","964","720","434"
"20260812","11120520","2714","1","0","0","0","0","91","185","506","506","219","142","141","126","108","83","119","112","117","83","64","44","25","23","19"
"20260812","11120510","20311","16","0","0","0","0","489","1286","3587","3787","1944","1092","978","960","784","715","711","755","887","951","512","381","245","168","63"
"20260812","11110790","27778","83","0","0","0","19","723","1283","3197","3595","1975","1485","1380","1401","1304","1273","1324","1480","1860","1923","1078","796","731","580","288"
"20260812","11110780","15975","31","0","0","0","2","391","1045","2710","2428","1278","812","718","757","869","724","613","720","741","679","296","244","574","249","94"
"20260812","11110770","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11110760","10229","7","0","0","0","4","325","672","1976","1462","836","589","502","508","436","455","427","428","473","393","269","188","129","89","61"
"20260812","11110740","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11110730","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11110720","14169","7","0","0","0","2","449","1179","2805","2468","1186","753","669","719","571","563","530","534","477","485","286","187","154","105","40"
"20260812","11110690","20475","31","0","0","0","2","604","1749","3498","2900","1511","995","993","1066","876","760","814","900","972","924","563","386","415","383","133"
"20260812","11110660","45381","188","1","0","0","14","828","1730","3996","3798","2264","2058","2133","2483","2446","2517","2871","3051","3193","3374","2243","2037","1912","1605","639"
"20260812","11110650","13411","13","0","0","0","3","396","884","1931","1848","1017","779","650","708","689","670","670","588","690","757","409","267","212","154","76"
"20260812","11110640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11110610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11110600","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11110590","19121","20","0","0","0","1","352","1104","2905","2657","1412","1024","1023","945","873","854","1128","1151","1162","935","494","373","390","235","83"
"20260812","11110580","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11110560","11603","8","0","0","0","2","286","969","2398","2056","886","575","480","490","464","324","434","560","532","444","238","183","136","99","39"
"20260812","11110530","6000","3","0","0","0","50","195","541","1220","897","423","269","255","259","239","179","235","327","275","224","136","79","95","69","30"
"20260812","11110520","4508","0","0","0","0","34","124","287","820","642","381","370","265","237","185","185","143","203","189","155","106","69","53","37","23"
"20260812","11110510","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11100650","17914","12","0","0","0","23","584","1363","3439","2727","1478","901","867","824","742","681","773","842","790","806","398","301","188","115","60"
"20260812","11100640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11100630","28529","63","0","0","0","92","620","1621","3427","3079","1861","1461","1437","1497","1463","1302","1589","1868","1885","1861","1067","813","749","547","227"
"20260812","11100620","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11100610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11100600","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11100590","34134","29","0","0","0","48","1076","2469","5793","5579","3045","1855","1649","1711","1492","1151","1290","1397","1547","1499","795","654","483","415","157"
"20260812","11100570","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11100560","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11100550","6090","8","0","0","0","12","272","439","1001","784","508","342","351","296","258","227","254","249","282","318","170","117","110","65","27"
"20260812","11100540","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11100530","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11100520","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11100510","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11090750","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11090740","9208","11","0","0","0","1","183","475","1129","1245","774","567","448","545","507","510","561","534","509","449","269","232","124","92","43"
"20260812","11090730","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11090720","27287","44","0","0","0","1","545","1504","3512","3824","2071","1426","1267","1322","1369","1265","1354","1543","1529","1581","1064","970","544","359","193"
"20260812","11090710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11090700","16362","22","0","0","0","0","413","900","1928","1985","1272","923","903","889","854","762","765","881","1059","1042","595","475","354","231","109"
"20260812","11090690","11852","25","0","0","0","1","272","747","1863","1967","1070","765","608","647","612","434","483","502","562","472","282","237","154","106","43"
"20260812","11090650","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11090640","4702","4","0","0","0","0","100","230","693","715","446","285","287","276","236","180","222","241","235","190","141","80","82","38","21"
"20260812","11090630","3999","7","0","0","0","0","96","191","491","542","341","268","238","317","221","220","209","233","185","148","114","67","60","29","22"
"20260812","11090620","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11090610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11090600","35452","74","0","0","0","3","844","1898","4283","4716","2852","1845","1745","1834","1667","1653","1583","1884","2082","2356","1224","1001","861","676","371"
"20260812","11080850","16762","33","0","0","0","79","446","1108","2721","2728","1467","957","746","784","749","662","600","764","820","658","432","333","314","242","119"
"20260812","11080840","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11080830","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11080820","41171","141","0","0","0","1","502","1336","3440","4122","2709","1975","1937","2066","2130","2015","2260","3009","3289","3149","1771","1637","1716","1336","630"
"20260812","11080810","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11080780","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11080770","13009","23","0","0","0","0","328","813","2328","2272","1098","653","553","581","560","462","500","525","589","644","332","220","269","203","56"
"20260812","11080760","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11080720","18582","35","0","0","0","0","460","1018","2630","3096","1451","969","770","856","746","649","834","887","1025","1443","621","432","349","222","89"
"20260812","11080710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11080680","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11080660","22749","34","0","0","0","0","392","1517","3779","3738","1951","1148","992","1042","956","839","915","1104","1141","1180","606","544","368","379","124"
"20260812","11080650","6108","30","0","0","0","0","85","312","719","897","539","408","323","307","282","260","287","352","330","388","192","145","137","68","47"
"20260812","11080640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11080630","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11080620","4769","9","0","0","0","0","70","233","527","671","464","297","256","276","224","205","223","274","276","312","189","104","73","59","27"
"20260812","11080610","10320","41","0","0","0","2","194","377","1049","1528","834","440","504","466","469","423","470","556","725","863","332","357","333","227","130"
"20260812","11080600","12118","80","0","0","0","1","56","125","419","512","475","509","606","497","551","675","912","1206","1839","1266","685","530","485","403","286"
"20260812","11080590","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11080580","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11070730","4302","5","0","0","0","7","115","310","910","689","290","178","139","167","156","129","157","206","255","289","111","67","67","30","25"
"20260812","11070720","16736","36","0","0","0","2","452","939","2292","2835","1535","946","706","803","708","648","631","735","841","894","570","417","366","274","106"
"20260812","11070710","15364","22","0","0","0","2","524","944","2235","2724","1430","886","652","734","647","541","603","669","699","742","516","316","248","163","67"
"20260812","11070700","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11070690","9038","7","0","0","0","2","209","740","1918","1533","681","412","404","406","331","319","308","357","476","429","183","120","95","75","33"
"20260812","11070680","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11070650","11067","20","0","0","0","6","266","571","1426","1731","936","654","566","604","511","497","478","508","500","653","409","311","236","125","59"
"20260812","11070640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11070620","15229","15","0","0","0","8","481","933","2229","2666","1359","786","743","627","648","534","636","636","710","899","472","355","253","151","88"
"20260812","11070610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11070600","23731","87","0","0","0","28","558","1005","3204","3905","1914","1025","968","1078","1048","897","1027","1163","1405","1393","909","732","650","468","267"
"20260812","11070590","4138","0","0","0","0","9","164","286","931","623","337","182","183","180","162","150","146","230","184","148","80","55","42","35","11"
"20260812","11070570","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11070550","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11070540","6077","5","0","0","0","0","200","443","949","1159","652","314","228","246","242","178","198","209","284","265","158","147","114","64","22"
"20260812","11070520","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11060910","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11060900","6614","2","0","0","0","48","246","493","1274","1417","618","344","289","261","239","199","232","205","220","198","109","79","61","45","35"
"20260812","11060890","8883","11","0","0","0","18","160","431","1461","1547","700","421","371","376","355","420","457","467","517","383","230","188","159","130","81"
"20260812","11060880","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11060870","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11060860","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11060840","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11060830","34547","12","0","0","0","71","541","996","3028","3658","2136","1971","1710","2395","2098","2092","2159","2523","2595","2285","1421","1378","758","472","248"
"20260812","11060820","8752","22","0","0","0","3","145","327","889","1083","494","350","346","368","442","338","428","778","942","708","319","263","229","185","93"
"20260812","11060810","41129","33","0","0","0","20","651","948","2411","3543","2277","2033","2291","2454","2439","2412","2631","3206","4091","4602","1929","1257","1012","627","262"
"20260812","11060800","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11060730","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11060720","19089","18","0","0","0","23","310","718","2017","2701","1393","942","918","858","880","846","1059","1265","1658","1263","604","541","483","403","189"
"20260812","11060710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11050670","12494","121","0","0","0","2","238","440","962","1295","822","423","369","419","444","420","479","558","704","688","575","870","1194","968","503"
"20260812","11050660","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11050650","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11050640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11050630","12158","27","0","0","0","0","170","571","1216","1356","728","545","794","564","530","572","629","696","782","1081","457","379","448","524","89"
"20260812","11050620","28569","45","0","0","0","0","362","964","2938","4081","2705","1946","1642","1369","1374","1150","1232","1481","1737","1990","1118","884","774","565","212"
"20260812","11050610","14754","19","0","0","0","1","341","726","1718","2329","1189","729","646","770","662","578","660","787","863","960","538","438","381","305","114"
"20260812","11050600","32721","92","0","0","0","7","529","1196","3399","5537","3069","1590","1275","1217","1304","1189","1307","1532","1834","2854","1653","1109","923","722","383"
"20260812","11050590","44247","210","0","0","0","8","716","1401","3862","5749","3277","1823","1527","1734","1809","1589","1803","2513","3445","4139","2388","1923","1992","1606","733"
"20260812","11050580","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11050570","11903","27","0","0","0","2","231","508","1212","1813","971","551","521","519","494","435","516","769","927","1135","492","324","248","145","63"
"20260812","11050560","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11050550","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11050540","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11050530","52984","396","0","0","0","9","677","1083","2830","4607","3231","2069","1911","2108","2365","2427","2894","3300","4403","4545","3276","3133","3182","2878","1660"
"20260812","11040730","10070","28","0","0","0","7","137","397","1001","1344","919","526","478","451","413","469","498","511","660","666","462","377","378","253","95"
"20260812","11040720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11040710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11040700","42221","61","0","0","0","1","713","1816","5659","7366","3348","1857","1521","1629","1541","1452","1652","2061","2975","4139","1703","989","873","603","262"
"20260812","11040690","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11040680","63998","127","0","0","0","0","214","322","855","1070","841","878","1106","1714","2379","3060","3977","5150","8336","12666","7420","5623","4477","2927","856"
"20260812","11040670","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11040660","27714","49","0","0","0","0","148","402","864","1133","689","551","662","830","947","1056","1345","1834","3567","5880","2893","1924","1633","982","325"
"20260812","11040650","8642","0","0","0","0","5","76","181","450","683","430","187","213","263","283","319","463","567","1167","1408","782","499","371","229","66"
"20260812","11040620","8535","18","0","0","0","2","175","475","1173","1541","841","489","398","408","373","309","297","343","390","400","315","206","163","148","71"
"20260812","11040590","6584","14","0","0","0","1","106","315","923","1124","581","347","271","304","312","255","231","339","333","386","287","162","150","85","58"
"20260812","11040580","1050","1","0","0","0","0","24","59","187","183","100","56","42","43","50","34","43","58","51","35","22","15","26","11","10"
"20260812","11040570","8664","11","0","0","0","0","163","537","1379","1709","824","484","396","408","361","290","342","336","400","344","218","182","134","104","42"
"20260812","11040560","34487","203","0","0","0","50","422","778","2429","3900","2120","1366","1372","1523","1545","1544","1784","2331","2675","2738","1626","1827","1858","1591","805"
"20260812","11040550","13300","59","0","0","0","0","115","245","603","990","581","447","704","630","668","565","737","1316","1872","1531","714","494","455","369","205"
"20260812","11040540","6447","11","0","0","0","0","82","309","700","825","428","323","261","391","305","330","393","414","489","429","220","191","192","124","30"
"20260812","11040520","15567","19","0","0","0","0","208","600","1918","2721","1492","809","774","713","623","571","643","699","873","1064","638","473","380","244","105"
"20260812","11030740","11650","27","0","0","0","3","28","83","257","269","228","221","306","393","376","563","942","949","1621","1782","1220","1053","678","494","157"
"20260812","11030730","86507","286","0","0","0","18","309","867","2512","3664","3522","2131","3296","3899","4492","4539","5930","7065","9344","11179","6368","5929","5584","3791","1782"
"20260812","11030720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11030710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11030700","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11030690","1415","0","0","0","0","2","27","45","100","106","86","59","47","80","74","53","59","144","181","171","57","36","50","29","9"
"20260812","11030660","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11030650","11090","135","0","0","0","6","123","161","220","313","297","251","289","327","380","425","608","1162","1210","1393","964","804","817","759","446"
"20260812","11030640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11030630","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11030590","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11030580","10337","18","0","0","0","1","95","268","928","1487","801","469","433","460","404","365","416","539","875","1358","509","341","277","186","107"
"20260812","11030570","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11030530","21909","50","0","0","0","1","164","468","1230","1874","1106","775","803","779","942","875","1160","1425","2287","2843","1346","1240","1203","937","401"
"20260812","11030520","5497","32","0","0","0","1","32","68","173","279","221","162","174","198","224","206","280","386","550","738","396","478","399","333","167"
"20260812","11030510","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11020730","7714","24","0","0","0","1","103","217","517","752","406","310","328","323","325","320","333","517","642","1063","580","380","257","199","117"
"20260812","11020720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11020710","19695","68","0","0","0","5","332","582","1424","2071","1356","916","800","891","872","967","958","1142","1533","2107","1075","940","791","593","272"
"20260812","11020700","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11020690","24140","119","0","0","0","0","291","593","1563","2753","1507","1010","988","1154","1149","1072","1159","1462","1703","2171","1326","1262","998","1345","515"
"20260812","11020680","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11020670","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11020650","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11020600","72106","304","0","0","0","1","142","362","876","1574","2141","2494","2884","3054","3188","3352","3739","4795","11344","13859","5546","4058","3965","2965","1463"
"20260812","11020590","43227","255","0","0","0","8","183","299","612","1319","1523","1712","1772","2040","2011","2249","2881","3583","5150","6179","3498","2834","2273","1838","1008"
"20260812","11020580","9701","17","0","0","0","0","49","106","216","316","313","262","379","252","650","360","429","913","1476","1668","666","658","514","348","109"
"20260812","11020570","35925","149","0","0","0","2","122","245","467","973","1218","1433","1443","1232","1543","1602","1737","2380","4647","7089","3011","2278","2044","1533","777"
"20260812","11020550","105091","395","1","0","0","6","172","354","842","1507","2383","2995","3593","3847","4424","5050","6186","7390","12968","18478","9415","8645","7210","6335","2895"
"20260812","11020540","186438","515","0","0","0","51","900","2412","7068","11017","7801","6558","7989","9173","8821","8255","10950","12841","21907","27920","14195","9916","8945","5970","3234"
"20260812","11020520","64952","82","0","0","0","0","104","240","470","811","1053","1506","2120","2041","2258","2860","3741","5194","10023","15524","5492","4581","3690","2350","812"
"20260812","11010730","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11010720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11010710","19017","37","0","0","0","8","234","318","759","1168","904","816","1102","1307","1344","1560","1594","1792","1813","1846","931","575","462","300","147"
"20260812","11010700","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11010690","3592","5","0","0","0","0","111","228","643","701","320","184","146","158","147","120","141","116","164","146","82","79","62","28","11"
"20260812","11010680","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11010670","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11010640","42451","159","0","0","0","0","107","294","712","936","1091","1423","1662","1614","1730","2055","2855","3595","5070","4920","2535","2384","4150","4001","1158"
"20260812","11010630","59928","123","0","0","0","5","362","501","900","1433","1789","2514","2924","3642","3879","4534","5087","6116","7674","7109","3629","2943","2538","1595","631"
"20260812","11010610","133478","322","1","0","0","13","398","576","1016","1734","2212","3217","4492","5633","6481","7631","9413","11373","19492","22476","10570","8836","9160","5858","2574"
"20260812","11010600","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11010580","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11010570","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11010560","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11010550","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11010540","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260812","11010530","68290","109","0","0","0","0","128","405","925","1409","1227","1444","2254","2652","3358","3651","4298","5550","9552","14502","5163","4259","4192","2342","870"
"20260811","11250770","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260811","11250760","15475","22","0","0","0","3","436","1364","3128","2291","1178","775","655","610","573","481","613","640","769","851","398","304","184","146","54"
"20260811","11250750","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260811","11250740","9900","24","0","0","0","1","213","421","1134","1311","619","515","527","559","539","441","468","556","588","757","383","270","274","232","68"
"20260811","11250730","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260811","11250720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260811","11250710","15268","10","0","0","0","0","221","1097","2467","2442","1318","857","820","714","539","745","757","764","969","730","334","200","136","109","39"
"20260811","11250700","19267","19","0","0","0","1","352","1087","3069","3035","1507","915","827","786","811","737","774","914","1120","1213","663","533","398","384","122"
"20260811","11250670","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260811","11250660","62439","192","0","0","0","9","1243","2210","6106","7348","3714","2644","2661","2968","2910","2813","3315","3952","5197","5368","3224","2595","1980","1350","640"
"20260811","11250650","11581","25","0","0","0","2","229","493","1253","1587","933","624","555","448","456","479","461","524","873","1287","427","365","302","186","72"
"20260811","11250630","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260811","11250610","10922","14","0","0","0","1","309","573","1406","1488","733","516","525","661","507","467","596","514","580","650","427","297","312","283","63"
"20260811","11250590","7874","8","0","0","0","0","136","475","1351","1519","702","377","293","299","304","236","273","389","413","453","253","155","122","86","30"
"20260811","11250580","17143","26","0","0","0","7","616","1043","2936","3169","1584","947","734","820","708","544","591","612","760","811","434","343","230","164","64"
"20260811","11250560","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260811","11250550","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260811","11250540","11279","17","0","0","0","0","177","501","1161","1002","630","568","651","598","525","532","697","866","968","795","434","356","355","375","71"
"20260811","11250530","8440","13","0","0","0","2","220","513","1279","1215","581","452","399","450","354","412","344","443","442","463","258","201","210","134","55"
"20260811","11240820","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260811","11240810","18704","26","0","0","0","0","210","864","1845","2199","1212","727","629","739","822","711","936","1109","1765","2056","1122","851","484","280","117"
"20260811","11240800","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260811","11240790","25249","124","0","0","0","0","239","847","2608","3408","2087","1330","1107","1197","1187","1057","1179","1240","1543","1756","1205","939","846","965","385"
"20260811","11240780","26811","50","0","0","0","1","118","445","1168","1593","1013","647","555","648","597","700","671","953","1400","1273","843","707","2874","10163","392"
"20260811","11240770","106267","328","0","0","0","3","616","2548","5891","7746","5318","3353","3563","3862","4334","4892","5883","7539","10003","12325","7780","6933","6907","4982","1461"
"20260811","11240750","26570","52","0","0","0","1","237","909","2771","3210","1910","1390","1243","1206","1156","1233","1481","1618","2374","2464","1108","812","668","525","202"
